film_id,imdb_id,title,duration_minutes,year_released,genres,popularity,average_rating,production_cost,box_office_revenue,actor1,actor2,actor3,director,writer,production_company
121879,tt1226240,A Late Quartet,105.0,2012,/dr//mu/,"11,03656",6.6,,1562546,Philip Seymour Hoffman,Mark Ivanir,Catherine Keener,Yaron Zilberman,Yaron Zilberman,Opening Night Productions
121986,tt2347569,Frances Ha,86.0,2013,/co//dr/,"8,471415",7.3,,4069826,Greta Gerwig,Mickey Sumner,Adam Driver,Noah Baumbach,Noah Baumbach,Scott Rudin Productions
122080,tt2395459,Thy Womb,100.0,2012,/dr//fo/,"0,223633",6.4,,306,Nora Aunor,Lovi Poe,Bembol Roco,Brillante Mendoza,Henry Burgos,Centerstage Productions
123105,tt1713476,The Bay,84.0,2012,/ho//sc//th/,"6,770051",5.5,,30668,Kristen Connolly,Will Rogers,Michael Beasley,Barry Levinson,Michael Wallach,Automatik Entertainment
127370,tt1047011,Song for Marion,93.0,2012,/co//dr//mu//ro/,"4,11326",6.5,,1697294,Terence Stamp,Vanessa Redgrave,Gemma Arterton,Paul Andrew Williams,Paul Andrew Williams,Egoli Tossell Film AG
127372,tt2103264,Emperor,105.0,2012,/dr//hi//wa/,"6,159679",6.1,,3346265,Matthew Fox,Tommy Lee Jones,Eriko Hatsune,Peter Webber,David Klass,Krasnoff Foster Productions
127864,tt1854513,Blancanieves,104.0,2012,/dr//fn/,"4,048978",7.1,,279735,Maribel Verdú,Macarena García,Daniel Giménez Cacho,Pablo Berger,Pablo Berger,Eurimages
128136,tt2112210,My Awkward Sexual Adventure,98.0,2012,/co//ro/,"3,751532",5.6,,45250,Jonas Chernick,Emily Hampshire,Sarah Manninen,Sean Garrity,Jonas Chernick,Banana-Moon Sky Films
134597,tt1748227,The Collection,94.0,2012,/ho//th/,"8,031713",5.9,,6842058,Josh Stewart,Christopher McDonald,Emma Fitzpatrick,Marcus Dunstan,Patrick Melton,Fortress Features
134680,tt1860180,Billy Gardell: Halftime,60.0,2011,/co/,"0,007877",0.0,,60,Billy Gardell,,,Manny Rodriguez,Billy Gardell,
138376,tt2083379,A Dark Truth,106.0,2012,/ac//th/,"8,73819",5.3,,5750,Andy García,Kim Coates,Deborah Kara Unger,Damian Lee,Damian Lee,Vortex Words Pictures
139300,tt2167970,Ticket to Vegas,92.0,2013,/ad//co/,"1,125635",3.9,,6134438,Ivan Stebunov,Ingrid Olerinskaya,Vladimir Yaglych,Gor Kirakosian,Gor Kirakosian,MG Media
139455,tt2347497,Silent Night,99.0,2012,/co//ho//my//th/,"7,601525",4.8,,14567,Jaime King,Malcolm McDowell,Brendan Fehr,Steven C Miller,Jayson Rothwell,Buffalo Gal Pictures
139933,tt1959438,Kiss of the Damned,95.0,2012,/ho//ro//th/,"11,397245",4.9,,14752,Joséphine de la Baume,Milo Ventimiglia,Roxane Mesquida,Xan Cassavetes,Xan Cassavetes,Venture Forth
141043,tt0458413,A Long Way Down,96.0,2014,/co//dr/,"10,46897",6.2,,7176347,Pierce Brosnan,Aaron Paul,Imogen Poots,Pascal Chaumeil,Jack Thorne,BBC Films
141614,tt1856053,Niko 2 - Little Brother Big Trouble,79.0,2012,/ad//an//co//fm/,"3,232942",5.7,,17000000,Kari Hietalahti,Juha Veijonen,Kari Ketonen,Jørgen Lerdam,Marteinn Thorisson,Anima Vitae
146015,tt1825157,The Double,93.0,2014,/dr//th/,"7,597475",6.5,,200406,Jesse Eisenberg,Mia Wasikowska,Wallace Shawn,Richard Ayoade,Richard Ayoade,British Film Institute (BFI)
146223,tt2218003,Closed Circuit,96.0,2013,/cr//dr//my//th/,"12,797172",5.8,,5750401,Eric Bana,Rebecca Hall,Ciarán Hinds,John Crowley,Steven Knight,Focus Features
147767,tt2166214,Khiladi 786,139.0,2012,/ac//co/,"0,704637",4.5,,126,Akshay Kumar,Asin Thottumkal,Himesh Reshammiya,Ashish R Mohan,Himesh Reshammiya,
150117,tt2244901,I Give It a Year,97.0,2013,/co//ro/,"11,783332",5.4,,28234657,Rafe Spall,Rose Byrne,Anna Faris,Dan Mazer,Dan Mazer,Canal Plus
152748,tt2388637,Ain't Them Bodies Saints,96.0,2013,/cr//dr//ro//we/,"5,086013",6.1,,1031243,Casey Affleck,Rooney Mara,Ben Foster,David Lowery,David Lowery,Parts and Labor
152795,tt1821641,The Congress,122.0,2013,/an//dr//sc/,"8,534039",6.4,,455815,Robin Wright,Robin Wright,Harvey Keitel,Ari Folman,Ari Folman,Pandora Filmproduktion
156268,tt1754811,InAPPropriate Comedy,84.0,2013,/co/,"3,097025",3.6,,228,Rob Schneider,Michelle Rodriguez,Adrien Brody,Vince Offer,Vince Offer,
157825,tt2238050,White Bird in a Blizzard,91.0,2014,/dr//th/,"12,898498",6.1,,33821,Shailene Woodley,Eva Green,Christopher Meloni,Gregg Araki,Gregg Araki,Why Not Productions
159117,tt2450186,V/H/S/2,95.0,2013,/ho//th/,"10,714779",6.0,,21833,Adam Wingard,Lawrence Michael Levine,Kelsy Abbott,Eduardo Sánchez,Jamie Nash,The Collective
159128,tt2309021,We Are What We Are,105.0,2013,/dr//ho//th/,"7,859837",5.5,,81381,Bill Sage,Ambyr Childers,Julia Garner,Jim Mickle,Nick Damici,Belladonna Productions
159638,tt2272336,Ghost Team One,107.0,2013,/co//ho/,"6,136155",4.9,,9195,Carlos Santos,JR Villarreal,Tony Cavalero,Scott Rutherford,Andrew Knauer,Hernany Perla Films
159932,tt1540741,A Single Shot,116.0,2013,/cr//dr//th/,"12,90146",5.7,,18642,Sam Rockwell,William H Macy,Jeffrey Wright,David M Rosenthal,Matthew F Jones,Unified Pictures
164184,tt1390398,Bless Me Ultima,106.0,2013,/dr//wa/,"0,779768",6.4,,1553826,Luke Ganalon,Miriam Colón,Benito Martinez,Carl Franklin,Rudolfo Anaya,Monarch Pictures
166879,tt1937269,One Small Hitch,100.0,2013,/co//ro/,"3,316857",6.5,,7965,Shane McRae,Aubrey Dollar,Daniel J Travanti,John Burgess,Dode B Levenson,Principle Entertainment
168098,tt0775440,Cell,98.0,2016,/ho//sc//th/,"10,752519",4.4,,1133031,John Cusack,Samuel L Jackson,Isabelle Fuhrman,Tod Williams,Adam Alleca,120dB Films
171372,tt1605717,Frank,95.0,2014,/co//dr//my/,"5,847845",6.8,,645186,Michael Fassbender,Maggie Gyllenhaal,Domhnall Gleeson,Lenny Abrahamson,Jon Ronson,Element Pictures
172533,tt2265398,Drinking Buddies,90.0,2013,/dr//ro/,"7,745083",6.0,,343341,Olivia Wilde,Jake Johnson,Anna Kendrick,Joe Swanberg,Joe Swanberg,Burn Later Productions
172828,tt2274570,Bad Milo,85.0,2013,/co//ho/,"14,013119",5.8,,19613,Ken Marino,Gillian Jacobs,Peter Stormare,Jacob Vaughan,Jacob Vaughan,Duplass Brothers Productions
174316,tt1817081,A Case of You,91.0,2013,/co//ro/,"5,819403",5.4,,4187,Justin Long,Evan Rachel Wood,Keir O'Donnell,Kat Coiro,Justin Long,Lagniappe Films
174321,tt2055765,The English Teacher,91.0,2013,/co//dr/,"9,673017",5.8,,104810,Julianne Moore,Michael Angarano,Greg Kinnear,Craig Zisk,Stacy Chariton,Artina Films
174337,tt2140577,The Pretty One,90.0,2014,/co//dr/,"9,197511",6.1,,13769,Zoe Kazan,Jake Johnson,Ron Livingston,Jenée LaMarque,Jenée LaMarque,Schorr Pictures
179111,tt2375574,A Field in England,90.0,2013,/dr//hi//th/,"13,567726",6.3,,32846,Julian Barratt,Peter Ferdinando,Richard Glover,Ben Wheatley,Amy Jump,Film4
181330,tt2609912,Kevin Hart: Let Me Explain,74.0,2013,/co//do/,"11,110533",7.0,,32230907,Kevin Hart,David Terrell,David Jason Perez,Leslie Small,Kevin Hart,Hartbeat Productions
181886,tt2316411,Enemy,91.0,2013,/my//th/,"12,66992",6.7,,3396726,Jake Gyllenhaal,Mélanie Laurent,Sarah Gadon,Denis Villeneuve,Javier Gullón,Rhombus Media
182127,tt2495118,Ip Man: The Final Fight,100.0,2013,/ac//dr/,"1,54105",6.0,,37884,Anthony Wong,Anita Yuen,Gillian Chung,Herman Yau,Erica Lee,Emperor Motion Pictures
188166,tt2359024,Blue Ruin,90.0,2014,/cr//th/,"11,509412",6.9,,258384,Macon Blair,Devin Ratray,Amy Hargreaves,Jeremy Saulnier,Jeremy Saulnier,Film Science
190847,tt1709143,The Last Days on Mars,98.0,2013,/ho//sc//th/,"9,113415",5.2,,24084,Liev Schreiber,Romola Garai,Elias Koteas,Ruairi Robinson,Sydney J Bounds,Qwerty Films
192133,tt2402085,Jimi: All Is by My Side,118.0,2013,/dr//mu/,"4,250364",5.3,,340911,André Benjamin,Hayley Atwell,Imogen Poots,John Ridley,John Ridley,Darko Entertainment
192134,tt2402105,Dom Hemingway,93.0,2013,/co//cr//dr/,"5,713974",5.8,,523511,Jude Law,Demián Bichir,Richard E Grant,Richard Shepard,Richard Shepard,BBC Films
192142,tt2316868,The Better Angels,95.0,2014,/dr//hi/,"9,266214",6.9,,70918,Diane Kruger,Jason Clarke,Brit Marling,AJ Edwards,AJ Edwards,Brothers K Productions
192149,tt1976000,The Two Faces of January,96.0,2014,/th/,"10,652311",5.5,,4507463,Viggo Mortensen,Kirsten Dunst,Oscar Isaac,Hossein Amini,Hossein Amini,StudioCanal
193687,tt1598642,Z for Zachariah,97.0,2015,/dr//sc//th/,"5,30588",5.6,,121461,Margot Robbie,Chiwetel Ejiofor,Chris Pine,Craig Zobel,Nissar Modi,Palomar Pictures
193726,tt2926810,ABCs of Death 2,125.0,2014,/ho/,"8,254856",5.5,,7171,Eric Jacobus,Julian Barratt,Ian Virgo,Rodney Ascher,Robert Boocheck,Magnet Releasing
200727,tt1638002,Love Rosie,102.0,2014,/co//ro/,"14,566103",7.7,,4439431,Lily Collins,Sam Claflin,Suki Waterhouse,Christian Ditter,Juliette Towhidi,Constantin Film
203819,tt2167266,Tracks,112.0,2014,/ad//dr/,"0,239993",7.0,,4878242,Mia Wasikowska,Adam Driver,Emma Booth,John Curran,Marion Nelson,See-Saw Films
205588,tt1995390,Our Kind of Traitor,108.0,2016,/th/,"8,569996",6.0,,9930095,Ewan McGregor,Stellan Skarsgård,Damian Lewis,Susanna White,Hossein Amini,StudioCanal
207768,tt2537176,I Spit on Your Grave 2,106.0,2013,/cr//ho//th/,"12,75872",5.9,,809,Jemma Dallender,Joe Absolom,Yavor Baharov,Steven R Monroe,Thomas Fenton,Cinetel Films
207936,tt2338424,Tumbledown,105.0,2015,/co//mu//ro/,"10,932742",6.6,,135026,Rebecca Hall,Jason Sudeikis,Dianna Agron,Sean Mewshaw,Desiree Van Til,Echo Films
209247,tt2172985,The Art of the Steal,90.0,2013,/co//cr/,"8,436614",6.1,,64065,Kurt Russell,Matt Dillon,Jay Baruchel,Jonathan Sobol,Jonathan Sobol,Sony Pictures
209263,tt2390361,Enough Said,93.0,2013,/co//dr//ro/,"6,782909",6.6,,25288872,Julia Louis-Dreyfus,Catherine Keener,James Gandolfini,Nicole Holofcener,Nicole Holofcener,Fox Searchlight Pictures
209350,tt2392326,Le Week-End,93.0,2013,/co//dr/,"3,74133",6.4,,2225098,Jim Broadbent,Lindsay Duncan,Jeff Goldblum,Roger Michell,Hanif Kureishi,Le Bureau
209361,tt1196956,One Chance,103.0,2013,/co//dr//mu/,"5,89288",6.5,,10900434,James Corden,Alexandra Roach,Julie Walters,David Frankel,Justin Zackham,Diamond Films
210047,tt2511428,Cold Comes the Night,90.0,2013,/cr//dr//th/,"11,823937",5.5,,16971,Alice Eve,Bryan Cranston,Logan Marshall-Green,Tze Chun,Tze Chun,Whitewater Films
212721,tt1815717,Gerontophilia,90.0,2013,/co//ro/,"2,815898",6.7,,4793,Pier-Gabriel Lajoie,Walter Borden,Katie Boland,Bruce LaBruce,Bruce LaBruce,New Real Films
214030,tt2258345,Fading Gigolo,90.0,2013,/co/,"9,596119",5.9,,2681345,John Turturro,Woody Allen,Vanessa Paradis,John Turturro,John Turturro,Antidote Films
214075,tt2380331,Words and Pictures,111.0,2013,/co//dr//ro/,"3,352204",6.5,,3346257,Clive Owen,Juliette Binoche,Keegan Connor Tracy,Fred Schepisi,Gerald Di Pego,Lascaux Films
218784,tt1817771,Freaks of Nature,92.0,2015,/co//ho//sc/,"8,515073",5.7,,70958,Nicholas Braun,Mackenzie Davis,Ed Westwick,Robbie Pickering,Oren Uziel,Columbia Pictures
220289,tt2866360,Coherence,89.0,2013,/sc//th/,"6,851243",7.2,,102617,Hugo Armstrong,Emily Baldoni,Nicholas Brendon,James Ward Byrkit,James Ward Byrkit,Ugly Duckling Films
223485,tt3205376,Slow West,84.0,2015,/ro//th//we/,"10,132064",6.6,,229094,Michael Fassbender,Kodi Smit-McPhee,Ben Mendelsohn,John Maclean,John Maclean,The New Zealand Film Commission
224903,tt2710368,Final: The Rapture,90.0,2013,/th/,"0,32926",4.6,,92100,Jah Shams,Mary Grace,Masashi Nagadoi,Timothy A Chey,Timothy A Chey,
225044,tt3104818,Like Sunday Like Rain,104.0,2014,/dr//mu/,"3,524327",7.5,,28208,Leighton Meester,Debra Messing,Billie Joe Armstrong,Frank Whaley,Frank Whaley,FJ Productions
228968,tt2917388,Kidnapping Mr. Heineken,95.0,2015,/ac//cr//dr//th/,"10,588578",5.8,,2633527,Anthony Hopkins,Jim Sturgess,Sam Worthington,Daniel Alfredson,William Brookfield,Splendid Film
234200,tt3169706,Pride,119.0,2014,/co//dr/,"9,111867",7.7,,7523634,Ben Schnetzer,Bill Nighy,Imelda Staunton,Matthew Warchus,Stephen Beresford,Calamity Films
239562,tt2465140,The Single Moms Club,111.0,2014,/co//dr/,"12,017861",5.7,,16337881,Wendi McLendon-Covey,Tyler Perry,Ryan Eggold,Tyler Perry,Tyler Perry,Lionsgate
239566,tt2473602,Get on Up,139.0,2014,/dr//mu/,"7,92736",6.4,,31911598,Chadwick Boseman,Nelsan Ellis,Dan Aykroyd,Tate Taylor,Steven Baigelman,Universal Studios
241257,tt3319920,Regression,106.0,2015,/ho//my//th/,"10,03628",5.3,,17671101,Ethan Hawke,Emma Watson,David Thewlis,Alejandro Amenábar,Alejandro Amenábar,The Weinstein Company
241843,tt2490326,Cooties,88.0,2014,/ac//co//ho/,"7,350821",5.4,,581011,Elijah Wood,Alison Pill,Rainn Wilson,Cary Murnion,Ian Brennan,SpectreVision
241855,tt3395184,Spring,109.0,2014,/ho//ro//sc/,"6,976514",6.5,,49970,Lou Taylor Pucci,Nadia Hilker,Nick Nevern,Aaron Moorhead,Justin Benson,XYZ Films
242076,tt2212008,The Bag Man,108.0,2014,/cr//dr//th/,"10,896238",5.2,,56574,John Cusack,Rebecca Da Costa,Robert De Niro,David Grovic,Paul Conway,Red Granite Pictures
242643,tt3139086,Batman: Assault on Arkham,75.0,2014,/ac//an//cr//th/,"6,0955",7.3,,4571025,Kevin Conroy,Neal McDonough,Matthew Gray Gubler,Ethan Spaulding,Heath Corson,Warner Bros. Animation
243684,tt3179568,Men Women & Children,116.0,2014,/co//dr/,"6,785735",6.4,,461162,Rosemarie DeWitt,Jennifer Garner,Judy Greer,Jason Reitman,Jason Reitman,Paramount Pictures
243935,tt2481480,Rob the Mob,104.0,2014,/cr//dr/,"7,731183",6.2,,206909,Michael Pitt,Nina Arianda,Andy García,Raymond De Felitta,Jonathan Fernandez,The Exchange
244264,tt2034031,Laggies,100.0,2014,/co//ro/,"12,938085",6.1,,1066981,Keira Knightley,Chloë Grace Moretz,Sam Rockwell,Lynn Shelton,Andrea Seigel,Anonymous Content
244267,tt2884206,I Origins,106.0,2014,/dr//sc/,"11,901185",7.5,,336472,Michael Pitt,Brit Marling,Astrid Bergès-Frisbey,Mike Cahill,Mike Cahill,Verisimilitude
244509,tt1179031,Cold in July,109.0,2014,/dr//th/,"7,327216",6.3,,427418,Michael C Hall,Don Johnson,Sam Shepard,Jim Mickle,Nick Damici,Backup Media
244761,tt2326612,The Captive,112.0,2014,/cr//dr//th/,"14,623692",5.8,,1075178,Ryan Reynolds,Scott Speedman,Rosario Dawson,Atom Egoyan,Atom Egoyan,Ego Film Arts
245700,tt2473794,Mr. Turner,150.0,2014,/dr//hi/,"6,328696",6.3,,5405500,Timothy Spall,Dorothy Atkinson,Marion Bailey,Mike Leigh,Mike Leigh,Film4
245706,tt2273657,True Story,100.0,2015,/cr//dr//my/,"7,87202",6.2,,4719695,Jonah Hill,James Franco,Felicity Jones,Rupert Goold,David Kajganich,Plan B Entertainment
245906,tt1767372,She's Funny That Way,93.0,2014,/co/,"7,032964",5.8,,111996,Owen Wilson,Imogen Poots,Kathryn Hahn,Peter Bogdanovich,Peter Bogdanovich,Lagniappe Films
246011,tt2402985,Ping Pong Summer,92.0,2014,/co/,"4,572751",6.1,,25781,Susan Sarandon,Lea Thompson,Amy Sedaris,Michael Tully,Michael Tully,Compass Entertainment
246741,tt3416742,What We Do in the Shadows,86.0,2014,/co//ho/,"10,504198",7.4,,3333000,Jemaine Clement,Taika Waititi,Jonathan Brugh,Taika Waititi,Taika Waititi,Unison Films
248574,tt1731701,Barely Lethal,96.0,2015,/ac//ad//co/,"11,009871",5.5,,6075,Hailee Steinfeld,Sophie Turner,Jessica Alba,Kyle Newman,John D'Arco,A24
248774,tt2910274,Obvious Child,83.0,2014,/co//ro/,"6,480574",6.7,,3123963,Jenny Slate,Jake Lacy,Gaby Hoffmann,Gillian Robespierre,Gillian Robespierre,Sundial Pictures
250658,tt3268458,The Internet's Own Boy: The Story of Aaron Swartz,105.0,2014,/cr//do/,"6,114898",7.8,,48911,Aaron Swartz,Tim Berners-Lee,Cory Doctorow,Brian Knappenberger,Brian Knappenberger,Participant Media
250734,tt2935476,Far from the Madding Crowd,119.0,2015,/dr//ro/,"7,832484",6.8,,30229977,Carey Mulligan,Matthias Schoenaerts,Michael Sheen,Thomas Vinterberg,David Nicholls,Fox Searchlight Pictures
252178,tt2614684,'71,99.0,2014,/ac//dr//th//wa/,"7,08055",6.7,,1625847,Jack O'Connell,Paul Anderson,Sean Harris,Yann Demange,Gregory Burke,Screen Yorkshire
253303,tt2656588,Buzzard,97.0,2015,/co//dr//ho/,"1,395727",5.8,,13684,Joshua Burge,Joel Potrykus,Teri Ann Nelson,Joel Potrykus,Joel Potrykus,Oscilloscope Laboratories
253626,tt3297330,Good Kill,104.0,2015,/ac//dr//th/,"8,35399",5.9,,316472,Ethan Hawke,January Jones,Zoë Kravitz,Andrew Niccol,Andrew Niccol,Voltage pictures
254375,tt1626146,Hector and the Search for Happiness,114.0,2014,/ad//co//dr/,"12,330898",6.9,,1124445,Simon Pegg,Rosamund Pike,Tracy-Ann Oberman,Peter Chelsom,Tinker Lindsay,Wild Bunch
254474,tt2784512,Zombeavers,85.0,2014,/ac//co//ho/,"5,599039",4.8,,14947,Rachel Melvin,Cortney Palm,Lexi Atkins,Jordan Rubin,Jordan Rubin,BenderSpink
257521,tt1761005,Persecuted,93.0,2014,/ac//ad//dr//th/,"11,153781",5.2,,1558836,James Remar,Bruce Davison,Dean Stockwell,Daniel Lusko,Daniel Lusko,Vocal Yokels
258509,tt2974918,Alvin and the Chipmunks: The Road Chip,92.0,2015,/ad//an//co//fm/,"14,307672",5.7,,233755553,Jason Lee,Justin Long,Bella Thorne,Walt Becker,Randi Mayem Singer,Regency Enterprises
260001,tt2870808,Life Partners,95.0,2014,/co//ro/,"4,782116",6.1,,8265,Leighton Meester,Gillian Jacobs,Adam Brody,Susanna Fogel,Susanna Fogel,Haven Entertainment
261036,tt2637378,Match,90.0,2014,/co//dr//fm/,"2,099788",5.6,,37285,Matthew Lillard,Carla Gugino,Patrick Stewart,Stephen Belber,Stephen Belber,Permut Presentations
262958,tt3110960,Jimmy's Hall,106.0,2014,/dr//hi/,"2,839854",6.5,,2606000,Barry Ward,Simone Kirby,Jim Norton,Ken Loach,Paul Laverty,Why Not Productions
263109,tt2872750,Shaun the Sheep Movie,85.0,2015,/ad//an//co//fm/,"9,961184",6.9,,59700000,Justin Fletcher,Omid Djalili,Richard Webber,Mark Burton,Richard Starzack,Aardman Animations
266500,tt2831404,Dr. Cabbie,101.0,2014,/co/,"5,843804",5.7,,223003,Vinay Virmani,Kunal Nayyar,Isabelle Kaif,Jean-François Pouliot,Vinay Virmani,Caramel Film
267192,tt1703957,Genius,104.0,2016,/dr//hi/,"11,451354",6.5,,5681622,Colin Firth,Jude Law,Nicole Kidman,Michael Grandage,John Logan,Desert Wolf Productions
267806,tt3704538,V/H/S: Viral,81.0,2014,/ho//th/,"8,918611",4.5,,2756,Justin Welborn,Emmy Argo,Gustavo Salmerón,Marcel Sarmiento,Todd Lincoln,Bloody Disgusting
270302,tt2717860,The Riot Club,107.0,2014,/dr//th/,"6,967835",5.9,,2146041,Max Irons,Sam Claflin,Douglas Booth,Lone Scherfig,Laura Wade,HanWay Films
270724,tt3667798,The Breakup Guru,114.0,2014,/co//ro/,"0,651512",3.4,,106640000,Deng Chao,Yang Mi,Guli Nazha,Deng Chao,,Enlight Pictures
271164,tt2517044,The Song,116.0,2014,/dr//mu//ro/,"1,69425",5.9,,1009620,Alan Powell,Ali Faulkner,Caitlin Nicol-Thomas,Richard Ramsey,,City on a Hill Productions
274504,tt1735907,The Adderall Diaries,105.0,2016,/ac//dr//th/,"4,14228",5.1,,13191,James Franco,Amber Heard,Ed Harris,Pamela Romanowsky,Pamela Romanowsky,RabbitBandini Productions
276843,tt2725962,What We Did on Our Holiday,95.0,2014,/co/,"11,576578",6.7,,1289998,David Tennant,Rosamund Pike,Billy Connolly,Andy Hamilton,Andy Hamilton,BBC Films
278632,tt2582426,Julia,95.0,2014,/ho//th/,"2,333511",5.0,,2710,Ashley C Williams,Tahyna Tozzi,Jack Noseworthy,Matthew A Brown,Matthew A Brown,Zero Gravity Management
280002,tt2714380,The Remaining,88.0,2014,/ho//th/,"14,788837",4.1,,1169603,Alexa PenaVega,Johnny Pacar,Shaun Sipos,Casey La Scala,Casey La Scala,Affirm Films
280996,tt3168230,Mr. Holmes,103.0,2015,/dr//my/,"19,256859",6.5,,29355203,Ian McKellen,Milo Parker,Laura Linney,Bill Condon,Jeffrey Hatcher,BBC Films
283330,tt3090634,Eden,131.0,2014,/dr//mu/,"10,919636",5.7,,65460,Félix de Givry,Brady Corbet,Greta Gerwig,Mia Hansen-Løve,Mia Hansen-Løve,France 2 (FR2)
283350,tt0443465,Before We Go,89.0,2014,/co//dr//ro/,"9,526911",6.5,,37151,Chris Evans,Alice Eve,Emma Fitzpatrick,Chris Evans,Ronald Bass,Wonderland Sound and Vision
284286,tt3062976,Learning to Drive,105.0,2014,/co//dr//ro/,"10,405088",6.1,,3447633,Patricia Clarkson,Ben Kingsley,Jake Weber,Isabel Coixet,Sarah Kernochan,Broad Green Pictures
284289,tt2911668,Beyond the Reach,95.0,2014,/th/,"10,072918",5.5,,45895,Michael Douglas,Jeremy Irvine,Hanna Mangan Lawrence,Jean-Baptiste Léonetti,Stephen Susco,Furthur Films
284296,tt2784678,Top Five,102.0,2014,/co//dr/,"7,355355",6.3,,25434291,Chris Rock,Rosario Dawson,JB Smoove,Chris Rock,Chris Rock,Paramount Pictures
284689,tt1441953,Testament of Youth,129.0,2014,/dr//hi//wa/,"7,046825",7.2,,1822250,Alicia Vikander,Kit Harington,Taron Egerton,James Kent,Juliette Towhidi,BBC Films
286554,tt2140619,Two Night Stand,86.0,2014,/co//ro/,"6,788822",6.3,,18612,Analeigh Tipton,Miles Teller,Jessica Szohr,Max Nichols,Mark Hammer,Demarest Films
287587,tt3318750,Adult Beginners,90.0,2014,/co//dr/,"5,764184",5.3,,108808,Nick Kroll,Rose Byrne,Bobby Cannavale,Ross Katz,Nick Kroll,Duplass Brothers Productions
288036,tt3165612,Sleeping with Other People,100.0,2015,/co/,"8,844452",6.2,,3214116,Jason Sudeikis,Alison Brie,Adam Scott,Leslye Headland,Leslye Headland,Sidney Kimmel Entertainment
289727,tt2509850,The Rewrite,107.0,2014,/co//ro/,"6,253843",5.8,,4453524,Hugh Grant,Marisa Tomei,Bella Heathcote,Marc Lawrence,Marc Lawrence,Castle Rock Entertainment
290637,tt3733778,Pay the Ghost,94.0,2015,/ho//th/,"7,935683",5.1,,2160298,Nicolas Cage,Sarah Wayne Callies,Veronica Ferres,Uli Edel,Daniel Kay,Voltage Films
291264,tt2097331,The Family Fang,105.0,2016,/co//dr//my/,"5,121894",5.8,,262921,Jason Bateman,Nicole Kidman,Christopher Walken,Jason Bateman,David Lindsay-Abaire,Olympus Pictures
291356,tt3608930,In a Valley of Violence,104.0,2016,/ac//cr//th//we/,"7,723801",5.7,,53647,Ethan Hawke,Taissa Farmiga,James Ransone,Ti West,Ti West,Blumhouse Productions
292040,tt3321300,Spooks: The Greater Good,104.0,2015,/ac//th/,"10,199449",5.9,,1473809,Peter Firth,Kit Harington,Jennifer Ehle,Bharat Nalluri,Jonathan Brackley,BBC Films
294132,tt3824412,Results,105.0,2015,/co/,"3,967229",5.2,,104507,Cobie Smulders,Guy Pearce,Kevin Corrigan,Andrew Bujalski,Andrew Bujalski,Burn Later Productions
296523,tt2461520,Man Down,92.0,2016,/dr//th/,"13,95291",6.3,,454516,Shia LaBeouf,Jai Courtney,Gary Oldman,Dito Montiel,Adam Simon,Wild Bunch
300155,tt1837562,A Royal Night Out,97.0,2015,/dr//ro//th/,"4,060966",6.3,,228136,Sarah Gadon,Bel Powley,Emily Watson,Julian Jarrold,Trevor De Silva,Ecosse Films
301348,tt2093991,Elvis & Nixon,87.0,2016,/co//hi/,"5,966121",6.0,,1055287,Kevin Spacey,Michael Shannon,Alex Pettyfer,Liza Johnson,Cary Elwes,Prescience
301804,tt3174376,Before I Wake,97.0,2016,/dr//fn//ho//th/,"9,449103",6.2,,3295624,Kate Bosworth,Jacob Tremblay,Thomas Jane,Mike Flanagan,Mike Flanagan,Intrepid Pictures
302429,tt4191054,Strange Magic,99.0,2015,/an//fm//fn//mu/,"10,192407",6.2,,13603453,Alan Cumming,Evan Rachel Wood,Elijah Kelley,Gary Rydstrom,George Lucas,Lucasfilm
302528,tt3704050,Remember,94.0,2015,/dr//th/,"10,200553",7.4,,1986615,Christopher Plummer,Martin Landau,Dean Norris,Atom Egoyan,Benjamin August,Serendipity Point Films
306947,tt2400463,The Invitation,100.0,2015,/th/,"9,248388",6.4,,231737,Michiel Huisman,Logan Marshall-Green,Tammy Blanchard,Karyn Kusama,Phil Hay,Pandastorm Pictures
308024,tt3844362,The Overnight,80.0,2015,/co//my/,"7,834161",6.1,,1100000,Adam Scott,Taylor Schilling,Jason Schwartzman,Patrick Brice,Patrick Brice,Duplass Brothers Productions
308032,tt0420293,The Stanford Prison Experiment,122.0,2015,/dr//th/,"4,833182",6.8,,643557,Billy Crudup,Ezra Miller,Michael Angarano,Kyle Patrick Alvarez,Tim Talbott,Abandon Pictures
309245,tt2872462,Mistress America,84.0,2015,/co/,"6,969947",6.4,,2500431,Greta Gerwig,Lola Kirke,Charlie Gillette,Noah Baumbach,Noah Baumbach,Fox Searchlight Pictures
309298,tt3534282,Don Verdean,96.0,2015,/co/,"2,789838",4.1,,31309,Sam Rockwell,Jemaine Clement,Amy Ryan,Jared Hess,Jared Hess,Lions Gate Films
309924,tt3717016,After the Ball,101.0,2015,/co/,"4,257785",6.2,,161820,Portia Doubleday,Marc-André Grondin,Chris Noth,Sean Garrity,Kate Miles Melville,Myriad Pictures
310121,tt3236120,I'll See You in My Dreams,92.0,2015,/co//dr/,"4,958676",6.3,,7449681,Blythe Danner,June Squibb,Rhea Perlman,Brett Haley,Brett Haley,Northern Lights Films
310133,tt3813310,Cop Car,86.0,2015,/th/,"11,070889",5.8,,134552,Kevin Bacon,James Freedson-Jackson,Hays Wellford,Jon Watts,Jon Watts,Park Pictures
